API5,FIPS5,STATE,COUNTY,LATITUDE,LONGITUDE,STATE_NAME
14165,19165,IA,SHELBY,41.679014,-95.308917,IOWA
14167,19167,IA,SIOUX,43.082646,-96.17801,IOWA
14169,19169,IA,STORY,42.037538,-93.466093,IOWA
14171,19171,IA,TAMA,42.074848,-92.529411,IOWA
14173,19173,IA,TAYLOR,40.737949,-94.697108,IOWA
14175,19175,IA,UNION,41.02855,-94.245091,IOWA
14177,19177,IA,VAN BUREN,40.754117,-91.952943,IOWA
14179,19179,IA,WAPELLO,41.031263,-92.409482,IOWA
14181,19181,IA,WARREN,41.332446,-93.568751,IOWA
14183,19183,IA,WASHINGTON,41.329401,-91.725052,IOWA
14185,19185,IA,WAYNE,40.739983,-93.332613,IOWA
14187,19187,IA,WEBSTER,42.433579,-94.175831,IOWA
14189,19189,IA,WINNEBAGO,43.378124,-93.743488,IOWA
14191,19191,IA,WINNESHIEK,43.292989,-91.850788,IOWA
14193,19193,IA,WOODBURY,42.39322,-96.053296,IOWA
14195,19195,IA,WORTH,43.373491,-93.248533,IOWA
14197,19197,IA,WRIGHT,42.733007,-93.734735,IOWA
15001,20001,KS,ALLEN,37.884228,-95.300945,KANSAS
15003,20003,KS,ANDERSON,38.215114,-95.292046,KANSAS
15005,20005,KS,ATCHISON,39.532544,-95.313397,KANSAS
15007,20007,KS,BARBER,37.222906,-98.685052,KANSAS
15009,20009,KS,BARTON,38.481239,-98.767837,KANSAS
15011,20011,KS,BOURBON,37.8561,-94.850928,KANSAS
15013,20013,KS,BROWN,39.825931,-95.569905,KANSAS
15015,20015,KS,BUTLER,37.773649,-96.83884,KANSAS
15017,20017,KS,CHASE,38.299475,-96.594029,KANSAS
15019,20019,KS,CHAUTAUQUA,37.154259,-96.245396,KANSAS
15021,20021,KS,CHEROKEE,37.169392,-94.845698,KANSAS
15023,20023,KS,CHEYENNE,39.789917,-101.727325,KANSAS
15025,20025,KS,CLARK,37.233831,-99.813869,KANSAS
15027,20027,KS,CLAY,39.344964,-97.168853,KANSAS
15029,20029,KS,CLOUD,39.487329,-97.64139,KANSAS
15031,20031,KS,COFFEY,38.23645,-95.729137,KANSAS
15033,20033,KS,COMANCHE,37.181442,-99.251293,KANSAS
15035,20035,KS,COWLEY,37.234507,-96.837247,KANSAS
15037,20037,KS,CRAWFORD,37.505821,-94.853897,KANSAS
15039,20039,KS,DECATUR,39.783542,-100.459708,KANSAS
15041,20041,KS,DICKINSON,38.867735,-97.157943,KANSAS
15043,20043,KS,DONIPHAN,39.788502,-95.147225,KANSAS
15045,20045,KS,DOUGLAS,38.896417,-95.290947,KANSAS
15047,20047,KS,EDWARDS,37.883595,-99.304746,KANSAS
15049,20049,KS,ELK,37.456026,-96.244642,KANSAS
15051,20051,KS,ELLIS,38.914597,-99.317313,KANSAS
15053,20053,KS,ELLSWORTH,38.700845,-98.205355,KANSAS
15055,20055,KS,FINNEY,38.049808,-100.739967,KANSAS
15057,20057,KS,FORD,37.688416,-99.884748,KANSAS
15059,20059,KS,FRANKLIN,38.558019,-95.278962,KANSAS
15061,20061,KS,GEARY,39.002156,-96.768037,KANSAS
15063,20063,KS,GOVE,38.917239,-100.48736,KANSAS
15065,20065,KS,GRAHAM,39.354972,-99.879894,KANSAS
15067,20067,KS,GRANT,37.547537,-101.299362,KANSAS
15069,20069,KS,GRAY,37.744513,-100.451716,KANSAS
15071,20071,KS,GREELEY,38.480404,-101.80597,KANSAS
15073,20073,KS,GREENWOOD,37.879347,-96.241732,KANSAS
15075,20075,KS,HAMILTON,37.995244,-101.793689,KANSAS
15077,20077,KS,HARPER,37.188184,-98.06659,KANSAS
15079,20079,KS,HARVEY,38.050144,-97.436706,KANSAS
15081,20081,KS,HASKELL,37.554979,-100.879952,KANSAS
15083,20083,KS,HODGEMAN,38.087493,-99.898407,KANSAS
15085,20085,KS,JACKSON,39.411145,-95.794485,KANSAS
15087,20087,KS,JEFFERSON,39.239644,-95.375314,KANSAS
15089,20089,KS,JEWELL,39.777002,-98.222618,KANSAS
15091,20091,KS,JOHNSON,38.883907,-94.82233,KANSAS
15093,20093,KS,KEARNY,37.994461,-101.308136,KANSAS
15095,20095,KS,KINGMAN,37.552951,-98.144529,KANSAS
15097,20097,KS,KIOWA,37.561231,-99.286539,KANSAS
15099,20099,KS,LABETTE,37.191468,-95.297473,KANSAS
15101,20101,KS,LANE,38.481286,-100.466185,KANSAS
15103,20103,KS,LEAVENWORTH,39.189511,-95.038977,KANSAS
15105,20105,KS,LINCOLN,39.04728,-98.214284,KANSAS
15107,20107,KS,LINN,38.216549,-94.844932,KANSAS
15109,20109,KS,LOGAN,38.91327,-101.157402,KANSAS
15111,20111,KS,LYON,38.455498,-96.161589,KANSAS
15113,20113,KS,MCPHERSON,38.395812,-97.647489,KANSAS
15115,20115,KS,MARION,38.359647,-97.102771,KANSAS
15117,20117,KS,MARSHALL,39.782709,-96.521243,KANSAS
15119,20119,KS,MEADE,37.243886,-100.360094,KANSAS
15121,20121,KS,MIAMI,38.566772,-94.832963,KANSAS
15123,20123,KS,MITCHELL,39.393026,-98.207362,KANSAS
15125,20125,KS,MONTGOMERY,37.189537,-95.742403,KANSAS
15127,20127,KS,MORRIS,38.688204,-96.651448,KANSAS
15129,20129,KS,MORTON,37.185249,-101.809516,KANSAS
15131,20131,KS,NEMAHA,39.791043,-96.005381,KANSAS
15133,20133,KS,NEOSHO,37.564283,-95.315683,KANSAS
15135,20135,KS,NESS,38.480437,-99.908745,KANSAS
15137,20137,KS,NORTON,39.783867,-99.899235,KANSAS
15139,20139,KS,OSAGE,38.648409,-95.707596,KANSAS
15141,20141,KS,OSBORNE,39.348261,-98.767942,KANSAS
15143,20143,KS,OTTAWA,39.137963,-97.654802,KANSAS
15145,20145,KS,PAWNEE,38.181477,-99.234772,KANSAS
15147,20147,KS,PHILLIPS,39.784506,-99.34215,KANSAS
15149,20149,KS,POTTAWATOMIE,39.382187,-96.337113,KANSAS
15151,20151,KS,PRATT,37.647594,-98.74012,KANSAS
15153,20153,KS,RAWLINS,39.786198,-101.076738,KANSAS
15155,20155,KS,RENO,37.948185,-98.078346,KANSAS
15157,20157,KS,REPUBLIC,39.82891,-97.650921,KANSAS
15159,20159,KS,RICE,38.347178,-98.201415,KANSAS
15161,20161,KS,RILEY,39.291211,-96.727489,KANSAS
15163,20163,KS,ROOKS,39.346006,-99.324492,KANSAS
15165,20165,KS,RUSH,38.523592,-99.309183,KANSAS
15167,20167,KS,RUSSELL,38.91604,-98.770949,KANSAS
15169,20169,KS,SALINE,38.786327,-97.650153,KANSAS
15171,20171,KS,SCOTT,38.481877,-100.90636,KANSAS
15173,20173,KS,SEDGWICK,37.681045,-97.461054,KANSAS
15175,20175,KS,SEWARD,37.180623,-100.854932,KANSAS
15177,20177,KS,SHAWNEE,39.041805,-95.755664,KANSAS
15179,20179,KS,SHERIDAN,39.350547,-100.441228,KANSAS
15181,20181,KS,SHERMAN,39.351352,-101.719859,KANSAS
15183,20183,KS,SMITH,39.78466,-98.785429,KANSAS
15185,20185,KS,STAFFORD,38.03563,-98.719889,KANSAS
15187,20187,KS,STANTON,37.565932,-101.789383,KANSAS
15189,20189,KS,STEVENS,37.200969,-101.317577,KANSAS
15191,20191,KS,SUMNER,37.236662,-97.493352,KANSAS
15193,20193,KS,THOMAS,39.357713,-101.083385,KANSAS
15195,20195,KS,TREGO,38.921302,-99.865423,KANSAS
15197,20197,KS,WABAUNSEE,38.955154,-96.201262,KANSAS
15199,20199,KS,WALLACE,38.926626,-101.771103,KANSAS
15201,20201,KS,WASHINGTON,39.776714,-97.095611,KANSAS
15203,20203,KS,WICHITA,38.481922,-101.347434,KANSAS
15205,20205,KS,WILSON,37.558515,-95.745175,KANSAS
15207,20207,KS,WOODSON,37.888193,-95.758469,KANSAS
15209,20209,KS,WYANDOTTE,39.115384,-94.763087,KANSAS
16001,21001,KY,ADAIR,37.105559,-85.28138,KENTUCKY
16003,21003,KY,ALLEN,36.75077,-86.192458,KENTUCKY
16005,21005,KY,ANDERSON,38.005396,-84.986417,KENTUCKY
16007,21007,KY,BALLARD,37.051323,-89.010367,KENTUCKY
16009,21009,KY,BARREN,36.963671,-85.925162,KENTUCKY
16011,21011,KY,BATH,38.152249,-83.737641,KENTUCKY
16013,21013,KY,BELL,36.72268,-83.681046,KENTUCKY
16015,21015,KY,BOONE,38.974595,-84.731431,KENTUCKY
16017,21017,KY,BOURBON,38.202562,-84.20986,KENTUCKY
16019,21019,KY,BOYD,38.360004,-82.681406,KENTUCKY
16021,21021,KY,BOYLE,37.618104,-84.868352,KENTUCKY
16023,21023,KY,BRACKEN,38.680365,-84.115235,KENTUCKY
16025,21025,KY,BREATHITT,37.506632,-83.28304,KENTUCKY
16027,21027,KY,BRECKINRIDGE,37.777988,-86.432919,KENTUCKY
16029,21029,KY,BULLITT,37.969928,-85.702641,KENTUCKY
16031,21031,KY,BUTLER,37.207013,-86.682471,KENTUCKY
16033,21033,KY,CALDWELL,37.148642,-87.870509,KENTUCKY
16035,21035,KY,CALLOWAY,36.620978,-88.274086,KENTUCKY
16037,21037,KY,CAMPBELL,38.946981,-84.379583,KENTUCKY
16039,21039,KY,CARLISLE,36.857726,-88.975757,KENTUCKY
16041,21041,KY,CARROLL,38.668394,-85.124024,KENTUCKY
16043,21043,KY,CARTER,38.309549,-83.048796,KENTUCKY
16045,21045,KY,CASEY,37.321962,-84.92822,KENTUCKY
16047,21047,KY,CHRISTIAN,36.892059,-87.492986,KENTUCKY
16049,21049,KY,CLARK,37.970133,-84.144974,KENTUCKY
16051,21051,KY,CLAY,37.157317,-83.718433,KENTUCKY
16053,21053,KY,CLINTON,36.727258,-85.136098,KENTUCKY
16055,21055,KY,CRITTENDEN,37.358149,-88.10501,KENTUCKY
16057,21057,KY,CUMBERLAND,36.784224,-85.393507,KENTUCKY
16059,21059,KY,DAVIESS,37.731671,-87.087139,KENTUCKY
16061,21061,KY,EDMONSON,37.227514,-86.218015,KENTUCKY
16063,21063,KY,ELLIOTT,38.115438,-83.097209,KENTUCKY
16065,21065,KY,ESTILL,37.692449,-83.963983,KENTUCKY
16067,21067,KY,FAYETTE,38.040676,-84.458274,KENTUCKY
16069,21069,KY,FLEMING,38.368431,-83.706152,KENTUCKY
16071,21071,KY,FLOYD,37.559878,-82.743361,KENTUCKY
16073,21073,KY,FRANKLIN,38.234919,-84.868786,KENTUCKY
16075,21075,KY,FULTON,36.552511,-89.187659,KENTUCKY
16077,21077,KY,GALLATIN,38.760103,-84.862153,KENTUCKY
16079,21079,KY,GARRARD,37.630162,-84.545856,KENTUCKY
16081,21081,KY,GRANT,38.64916,-84.625927,KENTUCKY
16083,21083,KY,GRAVES,36.723344,-88.649897,KENTUCKY
16085,21085,KY,GRAYSON,37.458577,-86.344011,KENTUCKY
16087,21087,KY,GREEN,37.269637,-85.561403,KENTUCKY
16089,21089,KY,GREENUP,38.563562,-82.93382,KENTUCKY
16091,21091,KY,HANCOCK,37.843325,-86.792761,KENTUCKY
16093,21093,KY,HARDIN,37.695836,-85.963183,KENTUCKY
16095,21095,KY,HARLAN,36.859223,-83.221497,KENTUCKY
16097,21097,KY,HARRISON,38.444578,-84.334131,KENTUCKY
16099,21099,KY,HART,37.316435,-85.8791,KENTUCKY
16101,21101,KY,HENDERSON,37.792542,-87.572577,KENTUCKY
16103,21103,KY,HENRY,38.451585,-85.11989,KENTUCKY
16105,21105,KY,HICKMAN,36.675896,-88.972084,KENTUCKY
16107,21107,KY,HOPKINS,37.31107,-87.542196,KENTUCKY
16109,21109,KY,JACKSON,37.403458,-84.020576,KENTUCKY
16111,21111,KY,JEFFERSON,38.189532,-85.657624,KENTUCKY
16113,21113,KY,JESSAMINE,37.873291,-84.58396,KENTUCKY
16115,21115,KY,JOHNSON,37.84926,-82.830639,KENTUCKY
16117,21117,KY,KENTON,38.930503,-84.533438,KENTUCKY
16119,21119,KY,KNOTT,37.359724,-82.945724,KENTUCKY
16121,21121,KY,KNOX,36.887476,-83.85563,KENTUCKY
16123,21123,KY,LARUE,37.544462,-85.696841,KENTUCKY
16125,21125,KY,LAUREL,37.113268,-84.119395,KENTUCKY
16127,21127,KY,LAWRENCE,38.074457,-82.738302,KENTUCKY
16129,21129,KY,LEE,37.608116,-83.719248,KENTUCKY
16131,21131,KY,LESLIE,37.087846,-83.388617,KENTUCKY
16133,21133,KY,LETCHER,37.118536,-82.861251,KENTUCKY
16135,21135,KY,LEWIS,38.552152,-83.376774,KENTUCKY
16137,21137,KY,LINCOLN,37.457174,-84.658335,KENTUCKY
16139,21139,KY,LIVINGSTON,37.209517,-88.363426,KENTUCKY
16141,21141,KY,LOGAN,36.859829,-86.881436,KENTUCKY
16143,21143,KY,LYON,37.023976,-88.083391,KENTUCKY
16145,21145,KY,MCCRACKEN,37.053683,-88.712366,KENTUCKY
16147,21147,KY,MCCREARY,36.731136,-84.491052,KENTUCKY
16149,21149,KY,MCLEAN,37.526707,-87.265597,KENTUCKY
16151,21151,KY,MADISON,37.723592,-84.276998,KENTUCKY
16153,21153,KY,MAGOFFIN,37.698953,-83.069716,KENTUCKY
16155,21155,KY,MARION,37.552604,-85.268959,KENTUCKY
16157,21157,KY,MARSHALL,36.882017,-88.332752,KENTUCKY
16159,21159,KY,MARTIN,37.796774,-82.506623,KENTUCKY
16161,21161,KY,MASON,38.594137,-83.828125,KENTUCKY
16163,21163,KY,MEADE,37.967476,-86.200863,KENTUCKY
16165,21165,KY,MENIFEE,37.950665,-83.597515,KENTUCKY
16167,21167,KY,MERCER,37.812085,-84.879694,KENTUCKY
16169,21169,KY,METCALFE,36.992515,-85.633598,KENTUCKY
16171,21171,KY,MONROE,36.714077,-85.713508,KENTUCKY
16173,21173,KY,MONTGOMERY,38.038138,-83.912337,KENTUCKY
16175,21175,KY,MORGAN,37.92294,-83.258944,KENTUCKY
16177,21177,KY,MUHLENBERG,37.213816,-87.134092,KENTUCKY
16179,21179,KY,NELSON,37.803188,-85.465955,KENTUCKY
16181,21181,KY,NICHOLAS,38.337132,-84.025554,KENTUCKY
16183,21183,KY,OHIO,37.477859,-86.844871,KENTUCKY
16185,21185,KY,OLDHAM,38.400127,-85.456152,KENTUCKY
16187,21187,KY,OWEN,38.499394,-84.84159,KENTUCKY
16189,21189,KY,OWSLEY,37.423614,-83.691628,KENTUCKY
16191,21191,KY,PENDLETON,38.696284,-84.351944,KENTUCKY
16193,21193,KY,PERRY,37.241282,-83.217772,KENTUCKY
16195,21195,KY,PIKE,37.486031,-82.410913,KENTUCKY
16197,21197,KY,POWELL,37.800629,-83.820015,KENTUCKY
16199,21199,KY,PULASKI,37.108312,-84.579986,KENTUCKY
16201,21201,KY,ROBERTSON,38.513473,-84.06423,KENTUCKY
16203,21203,KY,ROCKCASTLE,37.36105,-84.314368,KENTUCKY
16205,21205,KY,ROWAN,38.20425,-83.42807,KENTUCKY
16207,21207,KY,RUSSELL,36.990587,-85.05495,KENTUCKY
16209,21209,KY,SCOTT,38.289882,-84.579376,KENTUCKY
16211,21211,KY,SHELBY,38.239028,-85.228266,KENTUCKY
16213,21213,KY,SIMPSON,36.740947,-86.581746,KENTUCKY
16215,21215,KY,SPENCER,38.024893,-85.316775,KENTUCKY
16217,21217,KY,TAYLOR,37.366184,-85.327836,KENTUCKY
16219,21219,KY,TODD,36.840338,-87.183642,KENTUCKY
16221,21221,KY,TRIGG,36.807681,-87.858652,KENTUCKY
16223,21223,KY,TRIMBLE,38.62004,-85.351208,KENTUCKY
16225,21225,KY,UNION,37.658029,-87.95165,KENTUCKY
16227,21227,KY,WARREN,36.995634,-86.423579,KENTUCKY
16229,21229,KY,WASHINGTON,37.754209,-85.175416,KENTUCKY
16231,21231,KY,WAYNE,36.802011,-84.83044,KENTUCKY
16233,21233,KY,WEBSTER,37.51946,-87.68479,KENTUCKY
16235,21235,KY,WHITLEY,36.758024,-84.144648,KENTUCKY
16237,21237,KY,WOLFE,37.743774,-83.495068,KENTUCKY
16239,21239,KY,WOODFORD,38.043103,-84.748863,KENTUCKY
17001,22001,LA,ACADIA,30.291497,-92.411037,LOUISIANA
17003,22003,LA,ALLEN,30.652744,-92.819605,LOUISIANA
17005,22005,LA,ASCENSION,30.206444,-90.912502,LOUISIANA
17007,22007,LA,ASSUMPTION,29.898853,-91.052465,LOUISIANA
17009,22009,LA,AVOYELLES,31.088503,-91.983275,LOUISIANA
17011,22011,LA,BEAUREGARD,30.645018,-93.340253,LOUISIANA
17013,22013,LA,BIENVILLE,32.340952,-93.041151,LOUISIANA
17015,22015,LA,BOSSIER,32.695851,-93.616132,LOUISIANA
17017,22017,LA,CADDO,32.577195,-93.882423,LOUISIANA
17019,22019,LA,CALCASIEU,30.229559,-93.358015,LOUISIANA
17021,22021,LA,CALDWELL,32.101219,-92.114231,LOUISIANA
17023,22023,LA,CAMERON,29.871812,-93.164948,LOUISIANA
17025,22025,LA,CATAHOULA,31.666517,-91.846703,LOUISIANA
17027,22027,LA,CLAIBORNE,32.827043,-92.989767,LOUISIANA
17029,22029,LA,CONCORDIA,31.469805,-91.626314,LOUISIANA
17031,22031,LA,DE SOTO,32.059248,-93.740797,LOUISIANA
17033,22033,LA,EAST BATON ROUGE,30.54393,-91.093131,LOUISIANA
17035,22035,LA,EAST CARROLL,32.73017,-91.234141,LOUISIANA
17037,22037,LA,EAST FELICIANA,30.839784,-91.043434,LOUISIANA
17039,22039,LA,EVANGELINE,30.720693,-92.404086,LOUISIANA
17041,22041,LA,FRANKLIN,32.139076,-91.672371,LOUISIANA
17043,22043,LA,GRANT,31.597787,-92.561716,LOUISIANA
17045,22045,LA,IBERIA,30.007127,-91.976784,LOUISIANA
17047,22047,LA,IBERVILLE,30.270628,-91.365848,LOUISIANA
17049,22049,LA,JACKSON,32.30429,-92.5617,LOUISIANA
17051,22051,LA,JEFFERSON,29.522281,-90.081001,LOUISIANA
17053,22053,LA,JEFFERSON DAVIS,30.269529,-92.816221,LOUISIANA
17055,22055,LA,LAFAYETTE,30.206507,-92.06417,LOUISIANA
17057,22057,LA,LAFOURCHE,29.491992,-90.394849,LOUISIANA
17059,22059,LA,LA SALLE,31.680083,-92.161596,LOUISIANA
17061,22061,LA,LINCOLN,32.601823,-92.662303,LOUISIANA
17063,22063,LA,LIVINGSTON,30.440419,-90.727474,LOUISIANA
17065,22065,LA,MADISON,32.341375,-91.242023,LOUISIANA
17067,22067,LA,MOREHOUSE,32.820008,-91.800399,LOUISIANA
17069,22069,LA,NATCHITOCHES,31.732551,-93.082611,LOUISIANA
17071,22071,LA,ORLEANS,30.05342,-89.934502,LOUISIANA
17073,22073,LA,OUACHITA,32.477664,-92.154848,LOUISIANA
17075,22075,LA,PLAQUEMINES,29.402337,-89.298489,LOUISIANA
17077,22077,LA,POINTE COUPEE,30.708319,-91.604621,LOUISIANA
17079,22079,LA,RAPIDES,31.193204,-92.535953,LOUISIANA
17081,22081,LA,RED RIVER,32.101213,-93.34905,LOUISIANA
17083,22083,LA,RICHLAND,32.413158,-91.748353,LOUISIANA
17085,22085,LA,SABINE,31.560402,-93.559579,LOUISIANA
17087,22087,LA,ST. BERNARD,29.91811,-89.263494,LOUISIANA
17089,22089,LA,ST. CHARLES,29.905722,-90.357855,LOUISIANA
17091,22091,LA,ST. HELENA,30.822539,-90.708307,LOUISIANA
17093,22093,LA,ST. JAMES,30.024777,-90.793956,LOUISIANA
17095,22095,LA,ST. JOHN THE BAPTIST,30.147307,-90.485674,LOUISIANA
17097,22097,LA,ST. LANDRY,30.583441,-91.989274,LOUISIANA
17099,22099,LA,ST. MARTIN,30.121433,-91.611481,LOUISIANA
17101,22101,LA,ST. MARY,29.629349,-91.463804,LOUISIANA
17103,22103,LA,ST. TAMMANY,30.410022,-89.951962,LOUISIANA
17105,22105,LA,TANGIPAHOA,30.62158,-90.406633,LOUISIANA
17107,22107,LA,TENSAS,32.001489,-91.342576,LOUISIANA
17109,22109,LA,TERREBONNE,29.33413,-90.843674,LOUISIANA
17111,22111,LA,UNION,32.829349,-92.37565,LOUISIANA
17113,22113,LA,VERMILION,29.789722,-92.291568,LOUISIANA
17115,22115,LA,VERNON,31.110563,-93.18152,LOUISIANA
17117,22117,LA,WASHINGTON,30.852144,-90.046253,LOUISIANA
17119,22119,LA,WEBSTER,32.732152,-93.339825,LOUISIANA
17121,22121,LA,WEST BATON ROUGE,30.464052,-91.309808,LOUISIANA
17123,22123,LA,WEST CARROLL,32.79248,-91.451998,LOUISIANA
17125,22125,LA,WEST FELICIANA,30.872701,-91.421008,LOUISIANA
17127,22127,LA,WINN,31.941187,-92.641269,LOUISIANA
17700,,LA,W CAMRON,,,LOUISIANA
17701,,LA,W CAMN W,,,LOUISIANA
17702,,LA,W CAMN S,,,LOUISIANA
17703,,LA,E CAMRON,,,LOUISIANA
17704,,LA,E CAMN S,,,LOUISIANA
17705,,LA,VRMLN OS,,,LOUISIANA
17706,,LA,VERMLN S,,,LOUISIANA
17707,,LA,S MRSH I,,,LOUISIANA
17708,,LA,S MH I S,,,LOUISIANA
17709,,LA,EUGEN IS,,,LOUISIANA
17710,,LA,EUGN I S,,,LOUISIANA
17711,,LA,SHIP SHL,,,LOUISIANA
17712,,LA,SH SHL S,,,LOUISIANA
17713,,LA,S PELTO,,,LOUISIANA
17714,,LA,BY MRCHD,,,LOUISIANA
17715,,LA,S TIMBLR,,,LOUISIANA
17716,,LA,S TIMB S,,,LOUISIANA
17717,,LA,GRAND IS,,,LOUISIANA
17718,,LA,GRD IS S,,,LOUISIANA
17719,,LA,W DELTA,,,LOUISIANA
17720,,LA,W DELT S,,,LOUISIANA
17721,,LA,S PASS,,,LOUISIANA
17722,,LA,S PASS S,,,LOUISIANA
17723,,LA,S PASS E,,,LOUISIANA
17724,,LA,M PS S E,,,LOUISIANA
17725,,LA,MAIN PS,,,LOUISIANA
17726,,LA,BRETN SD,,,LOUISIANA
17727,,LA,CHAND SD,,,LOUISIANA
17728,,LA,CHANDLUR,,,LOUISIANA
17729,,LA,CHANDR E,,,LOUISIANA
17730,,LA,CHDR S A,,,LOUISIANA
17731,,LA,SABINE P,,,LOUISIANA
18001,23001,ME,ANDROSCOGGIN,44.167681,-70.207435,MAINE
18003,23003,ME,AROOSTOOK,46.709193,-68.612409,MAINE
18005,23005,ME,CUMBERLAND,43.808348,-70.330375,MAINE
18007,23007,ME,FRANKLIN,44.973012,-70.444727,MAINE
18009,23009,ME,HANCOCK,44.564906,-68.370703,MAINE
18011,23011,ME,KENNEBEC,44.417012,-69.765764,MAINE
18013,23013,ME,KNOX,44.042045,-69.038514,MAINE
18015,23015,ME,LINCOLN,43.994226,-69.514056,MAINE
18017,23017,ME,OXFORD,44.4945,-70.734421,MAINE
18019,23019,ME,PENOBSCOT,45.409279,-68.666598,MAINE
18021,23021,ME,PISCATAQUIS,45.915639,-69.102231,MAINE
18023,23023,ME,SAGADAHOC,43.916645,-69.844326,MAINE
18025,23025,ME,SOMERSET,45.503646,-69.95611,MAINE
18027,23027,ME,WALDO,44.505834,-69.138952,MAINE
18029,23029,ME,WASHINGTON,44.967009,-67.609354,MAINE
18031,23031,ME,YORK,43.426019,-70.668425,MAINE
18205,,ME,CMBRLD O,,,MAINE
18209,,ME,HANCOK O,,,MAINE
18213,,ME,KNOX O,,,MAINE
18215,,ME,LINCLN O,,,MAINE
18223,,ME,SAGADC O,,,MAINE
18229,,ME,WSHGTN O,,,MAINE
18231,,ME,YORK O,,,MAINE
19001,24001,MD,ALLEGANY,39.612313,-78.703104,MARYLAND
19003,24003,MD,ANNE ARUNDEL,38.991619,-76.560874,MARYLAND
19005,24005,MD,BALTIMORE,39.443167,-76.616569,MARYLAND
19007,,MD,BALTM CY,,,MARYLAND
19009,24009,MD,CALVERT,38.522611,-76.529493,MARYLAND
19011,24011,MD,CAROLINE,38.871531,-75.831662,MARYLAND
19013,24013,MD,CARROLL,39.563301,-77.015368,MARYLAND
19015,24015,MD,CECIL,39.562354,-75.941585,MARYLAND
19017,24017,MD,CHARLES,38.472853,-77.015427,MARYLAND
19019,24019,MD,DORCHESTER,38.429196,-76.047433,MARYLAND
19021,24021,MD,FREDERICK,39.470214,-77.397628,MARYLAND
19023,24023,MD,GARRETT,39.547299,-79.274619,MARYLAND
19025,24025,MD,HARFORD,39.537429,-76.299789,MARYLAND
19027,24027,MD,HOWARD,39.252264,-76.924406,MARYLAND
19029,24029,MD,KENT,39.241279,-76.125987,MARYLAND
19031,24031,MD,MONTGOMERY,39.137381,-77.203063,MARYLAND
19033,24033,MD,PRINCE GEORGE'S,38.82588,-76.847272,MARYLAND
19035,24035,MD,QUEEN ANNE'S,39.040693,-76.082405,MARYLAND
19037,24037,MD,ST. MARY'S,38.220289,-76.530384,MARYLAND
19039,24039,MD,SOMERSET,38.07445,-75.853323,MARYLAND
19041,24041,MD,TALBOT,38.748352,-76.17848,MARYLAND
19043,24043,MD,WASHINGTON,39.603621,-77.814671,MARYLAND
19045,24045,MD,WICOMICO,38.367375,-75.632089,MARYLAND
19047,24047,MD,WORCESTER,38.222133,-75.309931,MARYLAND
19247,,MD,WORCTR O,,,MARYLAND
19510,24510,MD,BALTIMORE,39.300032,-76.610476,MARYLAND
20001,25001,MA,BARNSTABLE,41.799014,-70.21188,MASSACHUSETTS
20003,25003,MA,BERKSHIRE,42.375314,-73.213948,MASSACHUSETTS
20005,25005,MA,BRISTOL,41.747624,-71.088963,MASSACHUSETTS
20007,25007,MA,DUKES,41.38097,-70.701499,MASSACHUSETTS
20009,25009,MA,ESSEX,42.642711,-70.865107,MASSACHUSETTS
20011,25011,MA,FRANKLIN,42.584504,-72.591792,MASSACHUSETTS
20013,25013,MA,HAMPDEN,42.136198,-72.635648,MASSACHUSETTS
20015,25015,MA,HAMPSHIRE,42.339459,-72.663694,MASSACHUSETTS
20017,25017,MA,MIDDLESEX,42.481711,-71.394917,MASSACHUSETTS
20019,25019,MA,NANTUCKET,41.305878,-70.14191,MASSACHUSETTS
20021,25021,MA,NORFOLK,42.171751,-71.181116,MASSACHUSETTS
20023,25023,MA,PLYMOUTH,41.987196,-70.741942,MASSACHUSETTS
20025,25025,MA,SUFFOLK,42.338551,-71.018253,MASSACHUSETTS
20027,25027,MA,WORCESTER,42.311693,-71.940282,MASSACHUSETTS
20201,,MA,BRNSTL O,,,MASSACHUSETTS
20205,,MA,BRISTL O,,,MASSACHUSETTS
20207,,MA,DUKES O,,,MASSACHUSETTS
20209,,MA,ESSEX O,,,MASSACHUSETTS
20219,,MA,NNTCKT O,,,MASSACHUSETTS
20221,,MA,NORFLK O,,,MASSACHUSETTS
20223,,MA,PLYMTH O,,,MASSACHUSETTS
20225,,MA,SUFOLK O,,,MASSACHUSETTS
21001,26001,MI,ALCONA,44.682535,-82.834078,MICHIGAN
21003,26003,MI,ALGER,47.080077,-86.564108,MICHIGAN
21005,26005,MI,ALLEGAN,42.595787,-86.634745,MICHIGAN
21007,26007,MI,ALPENA,44.894954,-83.426574,MICHIGAN
21009,26009,MI,ANTRIM,45.005455,-85.175639,MICHIGAN
21011,26011,MI,ARENAC,44.036833,-83.740675,MICHIGAN
21013,26013,MI,BARAGA,46.695859,-88.36181,MICHIGAN
21015,26015,MI,BARRY,42.582811,-85.31455,MICHIGAN
21017,26017,MI,BAY,43.699711,-83.978701,MICHIGAN
21019,26019,MI,BENZIE,44.648621,-86.494326,MICHIGAN
21021,26021,MI,BERRIEN,41.791382,-86.742543,MICHIGAN
21023,26023,MI,BRANCH,41.918455,-85.066885,MICHIGAN
21025,26025,MI,CALHOUN,42.24299,-85.012385,MICHIGAN
21027,26027,MI,CASS,41.917243,-86.000142,MICHIGAN
21029,26029,MI,CHARLEVOIX,45.513164,-85.450392,MICHIGAN
